artist,origin_country,genre
 REGARD X TROYE SIVAN X TATE MCRAE ,Australia,R&B
  H.E.R. FEATURING CHRIS BROWN ,Canada,R&B
jordan davis featuring luke bryan ,UK,Country
 scotty mccreery ,Canada,Pop
TRIPPIE REDD FEATURING SOFAYGO ,Canada,Hip-Hop
  Sueco,Canada,Pop
" yung bleu, chris brown & 2 chainz ",UK,Hip-Hop
 CLINTON KANE ,Canada,R&B
 Rod Wave Featuring Kodak Black,US,Country
Trippie Redd Featuring Xxxtentacion,US,Hip-Hop
 ROD WAVE,Australia,Country
TRIPPIE REDD FEATURING SKI MASK THE SLUMP GOD ,Australia,Pop
Kenny Chesney ,US,Pop
young thug ,UK,Pop
 Bts  ,Australia,Pop
  nio garcia x j balvin x bad bunny ,US,R&B
ROD WAVE  ,US,Pop
Dua Lipa ,Australia,Country
 lil nas x & jack harlow ,Australia,Rock
  BTS  ,US,Country
 LIL NAS X ,US,R&B
THE WEEKND & ARIANA GRANDE  ,Canada,Hip-Hop
  Wizkid Featuring Justin Bieber & Tems,UK,Hip-Hop
  doja cat & the weeknd ,US,Country
 BILLIE EILISH,Canada,R&B
the weeknd  ,UK,Pop
 Dan + Shay ,Canada,Pop
MARSHMELLO X JONAS BROTHERS  ,US,Pop
dj khaled featuring lil baby & lil durk ,US,Rock
  Luke Combs ,Canada,Pop
 Polo G  ,Australia,Pop
 THE KID LAROI,US,Country
  masked wolf  ,US,Hip-Hop
Lainey Wilson,US,R&B
Duncan Laurence  ,US,Country
 Nelly & Florida Georgia Line  ,Canada,Rock
 Chris Young + Kane Brown,Australia,Hip-Hop
 Maroon 5 Featuring Megan Thee Stallion,Australia,Pop
 Thomas Rhett ,UK,Rock
 RYAN HURD WITH MAREN MORRIS ,UK,Rock
AVENTURA X BAD BUNNY ,US,Hip-Hop
JUSTIN MOORE ,US,Hip-Hop
 bia featuring nicki minaj,UK,Pop
 JAMESON RODGERS FEATURING LUKE COMBS,Canada,Rock
cole swindell,UK,Pop
  POST MALONE ,UK,Hip-Hop
RAUW ALEJANDRO  ,US,R&B
  tai verdes  ,UK,R&B
  dua lipa  ,Canada,Hip-Hop
 Elle King & Miranda Lambert ,Australia,Hip-Hop
 Regard X Troye Sivan X Tate Mcrae ,US,Hip-Hop
 CHRIS STAPLETON ,US,Rock
 CAMILA CABELLO ,Australia,Rock
 sueco ,Australia,Country
 ROD WAVE,US,Pop
lee brice ,Canada,Rock
 H.E.R. FEATURING CHRIS BROWN,Canada,Hip-Hop
 scotty mccreery ,Canada,Pop
 ynw melly featuring lil uzi vert ,Australia,Pop
  MACHINE GUN KELLY  ,UK,Rock
 Elton John & Dua Lipa  ,Canada,Pop
JACK HARLOW & POOH SHIESTY ,US,Hip-Hop
migos,US,Pop
 jason aldean ,Australia,Rock
nio garcia x j balvin x bad bunny ,US,Country
" LIL BABY, LIL DURK & TRAVIS SCOTT ",Australia,Country
 smiley featuring drake,US,Hip-Hop
 TOM MACDONALD  ,UK,Country
"j. cole, 21 savage & morray ",UK,Hip-Hop
" Tyler, The Creator Featuring Youngboy Never Broke Again & Ty Dolla $Ign ",Canada,Rock
 mo3 x og bobby billions ,UK,Hip-Hop
DABABY,Canada,Pop
CARLY PEARCE,UK,Pop
  T-Pain & Kehlani ,US,Pop
Dan + Shay,UK,Pop
LIL TECCA & GUNNA,Australia,Hip-Hop
" est gee featuring lil baby, 42 dugg & rylo rodriguez",UK,R&B
  olivia rodrigo ,Canada,Pop
 ED SHEERAN ,US,Hip-Hop
Lil Nas X & Jack Harlow,UK,Pop
Justin Bieber Featuring Daniel Caesar & Giveon ,Australia,Pop
Billie Eilish  ,US,Hip-Hop
 SILK SONIC (BRUNO MARS & ANDERSON .PAAK)  ,US,Rock
walker hayes ,Canada,Hip-Hop
 MARSHMELLO X JONAS BROTHERS  ,US,Country
 dan + shay ,UK,R&B
 Dj Khaled Featuring Lil Baby & Lil Durk ,Canada,Country
 POLO G,Canada,Hip-Hop
NELLY & FLORIDA GEORGIA LINE ,Australia,Pop
  THE KID LAROI ,UK,Rock
masked wolf ,UK,R&B
  chris young + kane brown ,Australia,R&B
 maroon 5 featuring megan thee stallion,Australia,Hip-Hop
kali uchis ,UK,Rock
 machine gun kelly x blackbear ,UK,Rock
THOMAS RHETT,Australia,Rock
 wizkid featuring justin bieber & tems ,Canada,R&B
COLE SWINDELL,US,Pop
Ryan Hurd With Maren Morris,Australia,Rock
 Maneskin ,US,Country
Jason Aldean & Carrie Underwood,UK,Country
 Farruko,Canada,Hip-Hop
 sleepy hallow  ,UK,Country
 Jameson Rodgers Featuring Luke Combs,Australia,R&B
bad bunny ,US,Rock
 regard x troye sivan x tate mcrae ,Australia,Hip-Hop
old dominion ,Canada,Rock
CAMILA CABELLO,Australia,Hip-Hop
 jack harlow & pooh shiesty ,US,Hip-Hop
 MIGOS  ,Australia,R&B
"J. Cole, 21 Savage & Morray",Canada,Hip-Hop
 Lee Brice  ,UK,Country
  jason aldean ,UK,Pop
 BILLIE EILISH  ,Canada,R&B
CAPELLA GREY,Australia,Pop
  nas featuring eminem & epmd  ,Canada,Pop
  SCOTTY MCCREERY  ,Canada,R&B
SMILEY FEATURING DRAKE ,US,Hip-Hop
 ksi x lil wayne ,Canada,Country
"Lil Baby, Lil Durk & Travis Scott ",UK,Pop
 nessa barrett  ,Australia,Pop
  dababy ,UK,R&B
THE KID LAROI FEATURING POLO G & STUNNA GAMBINO ,Australia,Rock
" Tyler, The Creator Featuring Youngboy Never Broke Again & Ty Dolla $Ign ",US,Pop
MO3 X OG BOBBY BILLIONS ,Australia,R&B
 CARLY PEARCE ,UK,Rock
 OLIVIA RODRIGO ,Canada,Rock
 city girls ,US,R&B
" LOS LEGENDARIOS, WISIN & JHAY CORTEZ",Canada,Rock
Nas ,UK,R&B
 the kid laroi & justin bieber ,Australia,Pop
 ed sheeran,Canada,Pop
THE WEEKND & ARIANA GRANDE  ,Australia,Rock
 Justin Bieber Featuring Daniel Caesar & Giveon,US,Pop
 Doja Cat & The Weeknd  ,Canada,Hip-Hop
Polo G ,Australia,R&B
 Dan + Shay  ,Australia,Hip-Hop
  NELLY & FLORIDA GEORGIA LINE ,US,Country
 Roddy Ricch,Australia,Hip-Hop
  glass animals ,UK,Hip-Hop
kali uchis,Australia,Rock
 MAROON 5 FEATURING MEGAN THEE STALLION  ,US,R&B
 Chris Young + Kane Brown ,US,R&B
SAWEETIE FEATURING DOJA CAT  ,US,R&B
  Post Malone,Canada,Country
 BIA FEATURING NICKI MINAJ,Canada,Pop
 lainey wilson ,Australia,Country
machine gun kelly x blackbear ,UK,Rock
24KGOLDN FEATURING IANN DIOR,UK,Pop
 duncan laurence  ,Australia,Hip-Hop
Sleepy Hallow ,US,Country
  bad bunny ,UK,Pop
  keith urban duet with p!nk,UK,Rock
Elle King & Miranda Lambert ,UK,Country
normani featuring cardi b,UK,Hip-Hop
 KANE BROWN X BLACKBEAR,US,Pop
  rod wave  ,UK,Country
 billie eilish  ,Australia,Hip-Hop
DABABY,Canada,Rock
"J. Cole, 21 Savage & Morray",Canada,Hip-Hop
 JASON ALDEAN  ,UK,Pop
  Migos ,Australia,Pop
 The Kid Laroi Featuring Polo G & Stunna Gambino ,Australia,Country
 jameson rodgers featuring luke combs ,Canada,Hip-Hop
AJR ,UK,Rock
H.E.R. Featuring Chris Brown,UK,Country
"YUNG BLEU, CHRIS BROWN & 2 CHAINZ ",US,R&B
BELLA POARCH,Australia,Hip-Hop
"  Lil Baby, Lil Durk & Travis Scott ",US,R&B
 CAPELLA GREY ,US,Pop
"  Los Legendarios, Wisin & Jhay Cortez ",US,Hip-Hop
  Mo3 X Og Bobby Billions  ,US,Country
 ISAIAH RASHAD FEATURING LIL UZI VERT ,UK,R&B
tate mcrae x khalid,Australia,Rock
 bts  ,US,Country
Justin Bieber Featuring Daniel Caesar & Giveon ,Canada,R&B
  Jason Aldean & Carrie Underwood ,UK,Rock
Polo G,Australia,Country
 luke combs ,Canada,Rock
Dj Khaled Featuring Lil Baby & Lil Durk ,UK,Rock
 marshmello x jonas brothers,US,Pop
 Cole Swindell ,Canada,R&B
 KALI UCHIS ,US,Country
  CHRIS YOUNG + KANE BROWN,Canada,Country
saweetie featuring doja cat,UK,Hip-Hop
THE KID LAROI FEATURING POLO G & STUNNA GAMBINO,US,Country
  Machine Gun Kelly X Blackbear ,US,Pop
 NORMANI FEATURING CARDI B,UK,Country
MONEYBAGG YO ,UK,Hip-Hop
 DRAKE FEATURING LIL BABY  ,US,Rock
LAINEY WILSON ,Australia,Pop
  KEITH URBAN DUET WITH P!NK ,Canada,Pop
 Smiley Featuring Drake ,UK,R&B
 REGARD X TROYE SIVAN X TATE MCRAE ,US,R&B
 DABABY ,Australia,Rock
 KANE BROWN X BLACKBEAR ,Canada,R&B
 Sleepy Hallow  ,Canada,Hip-Hop
JASON ALDEAN ,Australia,Rock
  Miranda Lambert,UK,Country
DIERKS BENTLEY  ,US,Pop
Ajr ,Canada,Hip-Hop
" J. Cole, 21 Savage & Morray ",UK,R&B
 Tai Verdes,US,Country
 Migos ,Australia,Country
 Nio Garcia X J Balvin X Bad Bunny ,Australia,Pop
 H.E.R. FEATURING CHRIS BROWN ,UK,R&B
Old Dominion ,UK,Pop
JAMESON RODGERS FEATURING LUKE COMBS  ,Australia,Hip-Hop
  chris stapleton  ,Canada,Rock
  dababy  ,Australia,Rock
" los legendarios, wisin & jhay cortez",UK,Pop
Carly Pearce,Canada,Hip-Hop
" Belly, The Weeknd & Young Thug ",Canada,Rock
  Est Gee  ,UK,Rock
lee brice ,Canada,R&B
YOUNG THUG & GUNNA  ,UK,R&B
  city girls,US,Hip-Hop
 BLAKE SHELTON  ,Australia,Pop
  tate mcrae x khalid ,Canada,R&B
  TRIPPIE REDD FEATURING LIL UZI VERT  ,UK,R&B
" tyler, the creator featuring youngboy never broke again & ty dolla $ign ",US,Rock
THE KID LAROI FEATURING MUSTARD ,US,Hip-Hop
POLO G  ,Australia,R&B
 WALKER HAYES  ,Canada,Hip-Hop
GIVEON  ,UK,Pop
 masked wolf,UK,Pop
  Doja Cat & The Weeknd,Canada,Pop
nelly & florida georgia line  ,Australia,Pop
 Cole Swindell ,UK,Hip-Hop
CHRIS YOUNG + KANE BROWN,Australia,Pop
maroon 5 featuring megan thee stallion ,US,Country
 jason aldean,Canada,R&B
 Kali Uchis ,US,Country
 saweetie featuring doja cat ,US,Pop
  24KGOLDN FEATURING IANN DIOR ,Canada,Pop
  machine gun kelly x blackbear,US,Pop
 RAUW ALEJANDRO ,US,R&B
  moneybagg yo,UK,Rock
 POP SMOKE FEATURING KANYE WEST & PUSHA T ,Canada,Country
 TRIPPIE REDD FEATURING LIL UZI VERT ,US,Hip-Hop
 ARIANA GRANDE ,UK,Pop
 MIRANDA LAMBERT ,Canada,Rock
  Pop Smoke Featuring 21 Savage & 42 Dugg,Canada,Pop
Keith Urban Duet With P!Nk ,US,Country
 Elle King & Miranda Lambert  ,Australia,Pop
 REGARD X TROYE SIVAN X TATE MCRAE ,Australia,R&B
  Ajr  ,US,Pop
 dierks bentley ,UK,R&B
pop smoke featuring chris brown ,Canada,Pop
 JUSTIN MOORE ,US,R&B
 wizkid featuring justin bieber & tems ,Australia,Hip-Hop
" j. cole, 21 savage & morray ",UK,Country
Kane Brown X Blackbear  ,Canada,R&B
POP SMOKE FEATURING FUTURE ,US,Country
  Migos  ,UK,Pop
 Nio Garcia X J Balvin X Bad Bunny ,US,Rock
YOUNG THUG & GUNNA ,Australia,Pop
 ROD WAVE ,Canada,Rock
  DABABY ,Canada,Hip-Hop
 Pop Smoke ,Canada,Country
  pop smoke featuring rick ross & the-dream ,US,R&B
 BLAKE SHELTON,UK,Pop
 H.E.R. FEATURING CHRIS BROWN,UK,Pop
" los legendarios, wisin & jhay cortez",UK,Country
  Pop Smoke Featuring Dua Lipa ,UK,R&B
" TYLER, THE CREATOR FEATURING YOUNGBOY NEVER BROKE AGAIN & TY DOLLA $IGN ",US,Pop
willow featuring travis barker,Canada,Pop
aaron lewis ,Australia,Rock
elvie shane ,Canada,Country
BELLA POARCH,Australia,Pop
 pop smoke featuring bizzy banks  ,Australia,Pop
 Chris Stapleton,Canada,Pop
  jameson rodgers featuring luke combs,US,Pop
BTS ,Canada,Country
 Olivia Rodrigo,Australia,R&B
BIA FEATURING NICKI MINAJ,UK,Pop
 THE WEEKND ,UK,Pop
LUKE COMBS,UK,Country
 maroon 5 featuring megan thee stallion ,US,Hip-Hop
 Cole Swindell ,UK,Pop
 JASON ALDEAN ,Canada,Country
  glass animals ,Canada,Country
Maneskin,US,Rock
 Machine Gun Kelly X Blackbear ,Canada,Country
 ARIANA GRANDE,US,Pop
 lil tjay featuring 6lack ,Australia,Pop
 Dababy ,Australia,Rock
  Elle King & Miranda Lambert  ,UK,R&B
Miranda Lambert,US,Country
dierks bentley,Australia,R&B
 DUNCAN LAURENCE ,US,Pop
LAINEY WILSON  ,UK,Rock
 regard x troye sivan x tate mcrae,Canada,R&B
Young Thug & Gunna ,US,Hip-Hop
"  J. COLE, 21 SAVAGE & MORRAY ",UK,Country
 dababy ,Canada,Country
"tyler, the creator featuring youngboy never broke again & ty dolla $ign ",Australia,Pop
 Justin Moore  ,US,Hip-Hop
 THOMAS RHETT ,Australia,Pop
 Luke Bryan,US,Country
 sam hunt,UK,Hip-Hop
" LIL BABY, LIL DURK & TRAVIS SCOTT ",Australia,Pop
bas with j. cole & lil tjay,Australia,Rock
 CITY GIRLS ,Canada,Pop
 BLAKE SHELTON ,US,R&B
 Bella Poarch ,US,Rock
 IMAGINE DRAGONS ,Australia,R&B
 Tate Mcrae X Khalid  ,Australia,R&B
" MORA, BAD BUNNY & SECH",UK,R&B
 Elvie Shane,US,R&B
 42 Dugg & Roddy Ricch ,Canada,Rock
Willow Featuring Travis Barker,Australia,R&B
 Brent Faiyaz Featuring Drake ,US,R&B
 p!nk  ,US,R&B
 carly pearce ,US,Hip-Hop
 Dua Lipa Featuring Dababy,US,R&B
DOJA CAT FEATURING SZA ,US,Rock
 THE WEEKND & ARIANA GRANDE,Australia,Country
  Masked Wolf ,Canada,Hip-Hop
 AARON LEWIS,UK,Hip-Hop
The Kid Laroi ,UK,R&B
GIVEON  ,Canada,Pop
 DJ KHALED FEATURING LIL BABY & LIL DURK ,Canada,R&B
 chris young + kane brown  ,UK,Hip-Hop
Maroon 5 Featuring Megan Thee Stallion,US,Country
 saweetie featuring doja cat  ,Canada,Country
NELLY & FLORIDA GEORGIA LINE,Canada,Country
Cole Swindell ,US,Pop
 drake featuring lil baby,US,Country
bad bunny ,Australia,Rock
 jason aldean ,UK,Rock
KALI UCHIS ,UK,Hip-Hop
dan + shay  ,UK,R&B
 24KGOLDN FEATURING IANN DIOR,Canada,Pop
 rauw alejandro  ,Canada,Hip-Hop
 ariana grande ,US,R&B
 MACHINE GUN KELLY X BLACKBEAR,US,Hip-Hop
 LIL TJAY FEATURING 6LACK  ,Canada,Rock
DIERKS BENTLEY ,Australia,Country
 Miranda Lambert,UK,Hip-Hop
ajr ,UK,R&B
  migos ,Canada,Country
  Young Thug & Gunna  ,UK,Pop
Nio Garcia X J Balvin X Bad Bunny ,Australia,R&B
duncan laurence ,Australia,Hip-Hop
 ELLE KING & MIRANDA LAMBERT,US,R&B
 mooski  ,Canada,R&B
 keith urban duet with p!nk  ,Australia,Pop
"Lil Baby, Lil Durk & Travis Scott ",Australia,Country
 Bella Poarch ,US,Country
  SAM HUNT  ,Canada,Rock
"LOS LEGENDARIOS, WISIN & JHAY CORTEZ",Canada,Rock
BIG RED MACHINE FEATURING TAYLOR SWIFT,Australia,R&B
 JUSTIN MOORE  ,UK,Rock
blake shelton,Australia,R&B
IMAGINE DRAGONS ,Canada,Rock
 city girls ,US,Hip-Hop
  G HERBO FEATURING POLO G & LIL TJAY ,UK,Rock
 wizkid featuring tems,Australia,Country
  tai verdes ,US,Pop
42 dugg & roddy ricch,Canada,Country
  jake owen  ,UK,Pop
MIGOS FEATURING DRAKE,US,Pop
  WILLOW FEATURING TRAVIS BARKER ,Australia,R&B
 mo3 x og bobby billions  ,UK,Hip-Hop
 TRIPPIE REDD & PLAYBOI CARTI ,UK,Rock
  P!NK ,US,Pop
"Tyler, The Creator Featuring Lil Uzi Vert & Pharrell Williams  ",UK,R&B
 COCHISE & $NOT ,UK,Hip-Hop
DOJA CAT FEATURING SZA ,UK,Rock
 DUA LIPA FEATURING DABABY ,Australia,Country
  Polo G ,US,Rock
" TYLER, THE CREATOR FEATURING YOUNGBOY NEVER BROKE AGAIN & TY DOLLA $IGN  ",UK,R&B
SAWEETIE FEATURING DOJA CAT ,Australia,Hip-Hop
Drake Featuring Lil Baby,US,Pop
kali uchis ,US,Pop
 Ariana Grande ,Australia,R&B
 Dierks Bentley ,UK,Hip-Hop
" Tyler, The Creator Featuring Lil Uzi Vert & Pharrell Williams",UK,Country
 nio garcia x j balvin x bad bunny ,Canada,Pop
"  TYLER, THE CREATOR FEATURING 42 DUGG",US,Hip-Hop
 MACHINE GUN KELLY X BLACKBEAR ,Canada,R&B
" TYLER, THE CREATOR",UK,R&B
  lil tjay featuring 6lack,US,Rock
 JORDAN DAVIS,UK,Hip-Hop
" Tyler, The Creator Featuring Lil Wayne ",Australia,R&B
" TYLER, THE CREATOR ",Canada,Country
 Doja Cat Featuring Ariana Grande ,Canada,Pop
" TYLER, THE CREATOR FEATURING DJ DRAMA ",Canada,Pop
" tyler, the creator featuring brent faiyaz & fana hues",Canada,Rock
 Migos,Australia,R&B
 Young Thug & Gunna,Canada,Hip-Hop
 BELLA POARCH ,Canada,Pop
"tyler, the creator featuring teezo touchdown",UK,Country
 MOOSKI ,Canada,Hip-Hop
Keith Urban Duet With P!Nk,Canada,Country
 Elle King & Miranda Lambert  ,Canada,R&B
Sam Hunt ,Australia,Rock
migos featuring drake ,US,Pop
  jake owen,Canada,R&B
"TYLER, THE CREATOR FEATURING DOMO GENESIS ",Canada,Country
WILLOW FEATURING TRAVIS BARKER ,Australia,Rock
IMAGINE DRAGONS ,US,Hip-Hop
H.E.R. FEATURING CHRIS BROWN,UK,R&B
 Luke Bryan ,US,R&B
"Tyler, The Creator  ",Australia,Country
 City Girls,US,R&B
"Tyler, The Creator Featuring Daisy World",UK,Country
TATE MCRAE X KHALID ,Australia,Pop
LIL NAS X ,Canada,Rock
 Masked Wolf ,UK,Hip-Hop
maroon 5 featuring megan thee stallion ,US,Country
 THE KID LAROI  ,US,R&B
 SAWEETIE FEATURING DOJA CAT ,UK,Pop
 Chris Young + Kane Brown ,Canada,Hip-Hop
 ARIANA GRANDE ,US,Country
 24kgoldn featuring iann dior ,US,Pop
 POP SMOKE ,Canada,Pop
Dababy,Canada,R&B
 miranda lambert ,UK,R&B
 Jordan Davis ,Australia,Hip-Hop
 Cardi B ,US,R&B
spotemgottem featuring pooh shiesty or dababy,UK,Rock
 migos featuring drake ,UK,Pop
  cole swindell  ,Canada,Hip-Hop
 Walker Hayes ,UK,Hip-Hop
"  j. cole, 21 savage & morray",Australia,R&B
 Mooski,UK,Country
" lil baby, lil durk & travis scott ",Australia,Hip-Hop
BELLA POARCH ,US,R&B
 AJR,Australia,R&B
 sam hunt,Australia,Rock
"los legendarios, wisin & jhay cortez  ",Canada,Country
  Chase Rice Featuring Florida Georgia Line  ,US,Pop
 JAKE OWEN ,UK,Pop
Blake Shelton ,UK,Rock
Dylan Scott,Australia,Hip-Hop
 REGARD X TROYE SIVAN X TATE MCRAE  ,US,R&B
Polo G Featuring The Kid Laroi & Lil Durk ,Canada,Hip-Hop
  Coi Leray Featuring Lil Durk ,UK,Rock
 morray,US,R&B
 polo g & lil wayne  ,Canada,R&B
 imagine dragons ,US,Rock
Trippie Redd & Playboi Carti,Australia,Pop
  rod wave ,Australia,Rock
 Jazmine Sullivan ,Canada,Hip-Hop
J. Cole & Lil Baby  ,Canada,Rock
 42 DUGG & RODDY RICCH,Canada,Hip-Hop
 luke bryan ,Australia,Hip-Hop
  BILLIE EILISH ,US,Pop
 Cochise & $Not,Canada,Rock
 city girls ,Australia,Rock
" Lil Baby, Lil Durk & Meek Mill ",Canada,Country
Lil Baby & Lil Durk,UK,Hip-Hop
  Doja Cat Featuring Sza  ,UK,Country
 SILK SONIC (BRUNO MARS & ANDERSON .PAAK) ,UK,Pop
  The Weeknd & Ariana Grande,UK,Country
THE KID LAROI,US,R&B
 GLASS ANIMALS  ,Australia,Hip-Hop
polo g featuring the kid laroi & lil durk,US,Hip-Hop
 LIL TJAY FEATURING 6LACK ,Australia,Rock
24Kgoldn Featuring Iann Dior ,UK,Hip-Hop
 Dierks Bentley  ,Canada,Rock
 ariana grande,Australia,Rock
 Machine Gun Kelly X Blackbear  ,Australia,Rock
 cardi b ,Canada,Country
  Spotemgottem Featuring Pooh Shiesty Or Dababy ,Canada,Rock
polo g & lil wayne ,Australia,Country
miranda lambert ,US,Rock
Mooski,Australia,Hip-Hop
  Polo G ,UK,Pop
jordan davis,Australia,Hip-Hop
  dylan scott ,UK,Pop
"J. Cole, 21 Savage & Morray ",Canada,Rock
 Dan + Shay,Australia,Country
 Polo G,Canada,Rock
 sam hunt,UK,Hip-Hop
  LORDE  ,UK,Hip-Hop
 MIGOS FEATURING POLO G,Australia,Hip-Hop
 young thug & gunna,Australia,Rock
  Bella Poarch ,UK,Rock
  AJR ,Canada,Hip-Hop
 keith urban duet with p!nk ,UK,Rock
 Migos & Cardi B ,UK,Hip-Hop
 Coi Leray Featuring Lil Durk ,Australia,Hip-Hop
 BLAKE SHELTON ,UK,Rock
 CHASE RICE FEATURING FLORIDA GEORGIA LINE,UK,R&B
Polo G Featuring Pop Smoke & Fivio Foreign  ,US,Pop
 lil baby & lil durk ,US,R&B
 Lil Baby & Lil Durk,Australia,Country
 POLO G FEATURING ROD WAVE,Canada,Hip-Hop
 J. COLE & LIL BABY ,Canada,Rock
  Polo G Featuring Dababy,Australia,Hip-Hop
POLO G FEATURING G HERBO,Canada,Country
Morray,UK,Rock
  LIL BABY & LIL DURK  ,US,Hip-Hop
IMAGINE DRAGONS ,Canada,R&B
polo g ,UK,Country
Trippie Redd & Playboi Carti ,UK,R&B
"lil baby, lil durk & meek mill",UK,Hip-Hop
  regard x troye sivan x tate mcrae,Canada,Hip-Hop
dua lipa featuring dababy  ,US,Hip-Hop
 The Kid Laroi ,Canada,Pop
 Polo G,Australia,Rock
Roddy Ricch ,US,Country
  Lil Baby & Lil Durk  ,US,Country
 saweetie featuring doja cat ,Australia,Hip-Hop
  LIL TJAY FEATURING 6LACK,Australia,Hip-Hop
 cardi b ,US,R&B
  KALI UCHIS,US,R&B
 Lil Baby & Lil Durk  ,Canada,Country
 Chris Young + Kane Brown ,UK,Pop
  dierks bentley,Canada,Country
SPOTEMGOTTEM FEATURING POOH SHIESTY OR DABABY ,US,Rock
 mooski,UK,Pop
 pooh shiesty featuring lil durk,Australia,Country
 Nelly & Florida Georgia Line,Canada,Pop
  JASON ALDEAN,US,R&B
 DYLAN SCOTT,Australia,Country
 lil baby & lil durk,Australia,Country
 LIL BABY & LIL DURK,UK,Country
Jordan Davis ,UK,Rock
bella poarch,Australia,Pop
J. COLE & LIL BABY,UK,Hip-Hop
 YOUNG THUG & GUNNA ,Canada,Country
"LIL BABY, LIL DURK & ROD WAVE",Australia,Rock
 Lil Baby & Lil Durk ,UK,Pop
 tom macdonald  ,Canada,Country
  Cole Swindell ,UK,Country
 Jake Owen,Australia,Rock
 Keith Urban Duet With P!Nk ,US,Hip-Hop
" LIL BABY, LIL DURK & YOUNG THUG ",Australia,Pop
 BLAKE SHELTON  ,US,Rock
MORRAY ,Australia,Hip-Hop
 DUNCAN LAURENCE,Australia,Rock
 Migos,US,R&B
Polo G & Lil Wayne ,US,Country
 42 dugg & roddy ricch ,US,Country
 ROD WAVE,Australia,Country
" Nicki Minaj, Drake & Lil Wayne ",Australia,Country
 dua lipa featuring dababy  ,Canada,R&B
 Justin Bieber Featuring Daniel Caesar & Giveon ,US,Hip-Hop
 MASKED WOLF,Canada,Hip-Hop
 CARDI B ,UK,Country
"J. COLE, 21 SAVAGE & MORRAY ",UK,R&B
 SPOTEMGOTTEM FEATURING POOH SHIESTY OR DABABY ,Canada,Hip-Hop
Machine Gun Kelly X Blackbear ,Canada,Pop
 Mooski ,Australia,Country
moneybagg yo,UK,Country
 Pooh Shiesty Featuring Lil Durk,Australia,Pop
  Ariana Grande,US,R&B
 gabby barrett,Canada,Pop
Pop Smoke ,UK,Country
  ERIC CHURCH,Canada,Pop
LIL BABY,UK,Pop
 sam hunt ,UK,Country
dylan scott  ,US,Country
  Jordan Davis ,US,Country
Jake Owen ,Australia,Pop
 TRIPPIE REDD & PLAYBOI CARTI,UK,Rock
 coi leray featuring lil durk,UK,Rock
  Polo G & Lil Wayne  ,Australia,Rock
  EMINEM FEATURING JACK HARLOW & CORDAE ,US,Rock
 cochise & $not ,Australia,Country
 j. cole ,Australia,Pop
  Rauw Alejandro ,Australia,Hip-Hop
"nicki minaj, drake & lil wayne ",UK,R&B
  Keith Urban Duet With P!Nk  ,UK,Hip-Hop
42 dugg & roddy ricch,Australia,Hip-Hop
42 DUGG FEATURING FUTURE  ,Australia,R&B
 city girls,Canada,Pop
 Travis Scott & Hvme ,UK,Country
 young thug & gunna featuring drake ,US,Rock
  Imagine Dragons ,Canada,Pop
  pop smoke featuring a boogie wit da hoodie ,Australia,Country
jazmine sullivan,US,Pop
 TIESTO,Canada,Rock
 J. Cole,UK,Hip-Hop
  future & lil uzi vert  ,UK,Hip-Hop
 p!nk ,UK,Country
 justin bieber ,UK,Pop
 MORGAN WALLEN  ,UK,Pop
  MO3 X OG BOBBY BILLIONS  ,Canada,Rock
Gera Mx + Christian Nodal ,UK,R&B
 DUA LIPA FEATURING DABABY ,Canada,Country
Lil Tjay Featuring 6Lack ,Australia,Rock
CARDI B,US,Hip-Hop
SPOTEMGOTTEM FEATURING POOH SHIESTY OR DABABY ,UK,Country
 24KGOLDN FEATURING IANN DIOR,UK,Hip-Hop
 Glass Animals,Canada,Rock
POOH SHIESTY FEATURING LIL DURK,UK,Hip-Hop
Eric Church,US,Rock
 J. Cole,US,Country
  Gabby Barrett,US,Rock
 Pop Smoke,UK,Country
 LIL BABY,US,R&B
 Dylan Scott  ,Canada,Pop
 City Girls ,UK,Hip-Hop
 CHRIS YOUNG + KANE BROWN ,Australia,Country
  miranda lambert ,UK,Country
 COI LERAY FEATURING LIL DURK ,UK,R&B
  nelly & florida georgia line  ,Canada,R&B
 trippie redd & playboi carti,Canada,Hip-Hop
42 DUGG & RODDY RICCH ,UK,R&B
 42 dugg featuring future,Australia,Country
  drake  ,Canada,Rock
keith urban duet with p!nk,Canada,Rock
DAN + SHAY ,UK,Hip-Hop
 J. COLE & BAS,Canada,R&B
YOUNG THUG & GUNNA FEATURING DRAKE,US,Country
 Rod Wave ,Canada,R&B
" J. Cole, Bas & 6Lack ",Canada,R&B
 TRAVIS SCOTT & HVME,Australia,Hip-Hop
  Justin Bieber  ,US,Rock
  duncan laurence  ,US,Pop
 Jazmine Sullivan,Canada,R&B
 a boogie wit da hoodie featuring lil durk ,US,Pop
 pop smoke featuring a boogie wit da hoodie  ,UK,Country
 AJR,Australia,Country
 future & lil uzi vert  ,US,Hip-Hop
 Thomas Rhett ,US,Rock
 J. COLE ,Canada,Hip-Hop
 Morgan Wallen,Canada,Hip-Hop
 lainey wilson ,Australia,R&B
" j. cole, 21 savage & morray  ",Australia,Rock
 dua lipa featuring dababy,Canada,Rock
j. cole ,UK,Country
  j. cole  ,Australia,Hip-Hop
 j. cole,Canada,Country
 j. cole & bas ,US,Country
  J. Cole  ,Canada,R&B
" J. COLE, BAS & 6LACK ",UK,Country
